seq,rtt_ms,transport,network,relayed
494,1349.400,cloud-mqtt,lan,0
495,1349.400,cloud-mqtt,lan,0
496,1349.500,cloud-mqtt,lan,0
497,1349.500,cloud-mqtt,lan,0
498,1349.700,cloud-mqtt,lan,0
499,1349.800,cloud-mqtt,lan,0
500,1350.000,cloud-mqtt,lan,0
501,1350.000,cloud-mqtt,lan,0
502,1350.100,cloud-mqtt,lan,0
503,1350.100,cloud-mqtt,lan,0
504,1350.200,cloud-mqtt,lan,0
505,1350.300,cloud-mqtt,lan,0
506,1350.300,cloud-mqtt,lan,0
507,1350.300,cloud-mqtt,lan,0
508,1350.400,cloud-mqtt,lan,0
509,1350.400,cloud-mqtt,lan,0
510,1350.400,cloud-mqtt,lan,0
511,1350.300,cloud-mqtt,lan,0
512,1350.400,cloud-mqtt,lan,0
513,1350.400,cloud-mqtt,lan,0
514,1350.400,cloud-mqtt,lan,0
515,1350.400,cloud-mqtt,lan,0
516,1350.400,cloud-mqtt,lan,0
517,1350.500,cloud-mqtt,lan,0
518,1350.500,cloud-mqtt,lan,0
519,1350.500,cloud-mqtt,lan,0
520,1350.100,cloud-mqtt,lan,0
521,1350.100,cloud-mqtt,lan,0
522,1350.300,cloud-mqtt,lan,0
523,1350.200,cloud-mqtt,lan,0
524,1350.300,cloud-mqtt,lan,0
525,1350.300,cloud-mqtt,lan,0
526,1350.600,cloud-mqtt,lan,0
527,1350.600,cloud-mqtt,lan,0
528,1350.600,cloud-mqtt,lan,0
529,1350.600,cloud-mqtt,lan,0
530,1350.600,cloud-mqtt,lan,0
531,1350.800,cloud-mqtt,lan,0
532,1351.000,cloud-mqtt,lan,0
533,1351.100,cloud-mqtt,lan,0
534,1351.100,cloud-mqtt,lan,0
535,1351.200,cloud-mqtt,lan,0
536,1351.100,cloud-mqtt,lan,0
537,1351.100,cloud-mqtt,lan,0
538,1351.200,cloud-mqtt,lan,0
539,1351.200,cloud-mqtt,lan,0
540,1351.200,cloud-mqtt,lan,0
541,1351.200,cloud-mqtt,lan,0
542,1351.300,cloud-mqtt,lan,0
543,1351.400,cloud-mqtt,lan,0
544,1351.400,cloud-mqtt,lan,0
545,1351.400,cloud-mqtt,lan,0
546,1351.400,cloud-mqtt,lan,0
547,1351.400,cloud-mqtt,lan,0
548,1351.500,cloud-mqtt,lan,0
549,1351.500,cloud-mqtt,lan,0
550,1351.500,cloud-mqtt,lan,0
551,1351.600,cloud-mqtt,lan,0
552,1351.600,cloud-mqtt,lan,0
553,1351.700,cloud-mqtt,lan,0
554,1351.700,cloud-mqtt,lan,0
555,1351.700,cloud-mqtt,lan,0
556,1351.600,cloud-mqtt,lan,0
557,1351.600,cloud-mqtt,lan,0
558,1351.700,cloud-mqtt,lan,0
559,1351.700,cloud-mqtt,lan,0
560,1351.700,cloud-mqtt,lan,0
561,1630.400,cloud-mqtt,lan,0
562,1632.000,cloud-mqtt,lan,0
563,1632.400,cloud-mqtt,lan,0
564,1632.600,cloud-mqtt,lan,0
565,1632.500,cloud-mqtt,lan,0
566,1632.600,cloud-mqtt,lan,0
567,1632.700,cloud-mqtt,lan,0
568,1632.800,cloud-mqtt,lan,0
569,1632.800,cloud-mqtt,lan,0
570,1632.900,cloud-mqtt,lan,0
571,1633.000,cloud-mqtt,lan,0
572,1633.000,cloud-mqtt,lan,0
573,1633.000,cloud-mqtt,lan,0
574,1633.000,cloud-mqtt,lan,0
575,1633.000,cloud-mqtt,lan,0
576,1633.100,cloud-mqtt,lan,0
577,1633.100,cloud-mqtt,lan,0
578,1633.100,cloud-mqtt,lan,0
579,1633.200,cloud-mqtt,lan,0
580,1633.300,cloud-mqtt,lan,0
581,1633.300,cloud-mqtt,lan,0
582,1633.300,cloud-mqtt,lan,0
583,1633.300,cloud-mqtt,lan,0
584,1633.400,cloud-mqtt,lan,0
585,1633.300,cloud-mqtt,lan,0
586,1633.300,cloud-mqtt,lan,0
587,1633.300,cloud-mqtt,lan,0
588,1633.300,cloud-mqtt,lan,0
589,1633.300,cloud-mqtt,lan,0
590,1633.500,cloud-mqtt,lan,0
591,1633.600,cloud-mqtt,lan,0
592,1633.800,cloud-mqtt,lan,0
593,1633.900,cloud-mqtt,lan,0
594,1634.000,cloud-mqtt,lan,0
595,1634.000,cloud-mqtt,lan,0
596,1634.000,cloud-mqtt,lan,0
597,1634.000,cloud-mqtt,lan,0
598,1634.100,cloud-mqtt,lan,0
599,1634.100,cloud-mqtt,lan,0
600,1634.200,cloud-mqtt,lan,0
601,1634.300,cloud-mqtt,lan,0
602,1634.500,cloud-mqtt,lan,0
603,1634.700,cloud-mqtt,lan,0
604,1634.900,cloud-mqtt,lan,0
605,1635.000,cloud-mqtt,lan,0
606,1635.200,cloud-mqtt,lan,0
607,1635.600,cloud-mqtt,lan,0
608,1635.600,cloud-mqtt,lan,0
609,1635.700,cloud-mqtt,lan,0
610,1636.100,cloud-mqtt,lan,0
611,1636.200,cloud-mqtt,lan,0
612,1636.300,cloud-mqtt,lan,0
613,1636.400,cloud-mqtt,lan,0
614,1636.600,cloud-mqtt,lan,0
615,1636.800,cloud-mqtt,lan,0
616,1636.900,cloud-mqtt,lan,0
617,1636.900,cloud-mqtt,lan,0
618,1636.900,cloud-mqtt,lan,0
619,1637.000,cloud-mqtt,lan,0
620,1637.200,cloud-mqtt,lan,0
621,1637.300,cloud-mqtt,lan,0
622,1637.400,cloud-mqtt,lan,0
623,1637.400,cloud-mqtt,lan,0
624,1637.300,cloud-mqtt,lan,0
625,1637.300,cloud-mqtt,lan,0
626,1637.400,cloud-mqtt,lan,0
627,1637.400,cloud-mqtt,lan,0
628,1637.700,cloud-mqtt,lan,0
629,1637.800,cloud-mqtt,lan,0
630,1638.100,cloud-mqtt,lan,0
631,1638.300,cloud-mqtt,lan,0
632,1638.500,cloud-mqtt,lan,0
633,1638.600,cloud-mqtt,lan,0
634,1638.800,cloud-mqtt,lan,0
635,1639.000,cloud-mqtt,lan,0
636,1639.100,cloud-mqtt,lan,0
637,1639.300,cloud-mqtt,lan,0
638,1639.400,cloud-mqtt,lan,0
639,1639.500,cloud-mqtt,lan,0
640,1639.600,cloud-mqtt,lan,0
641,1639.600,cloud-mqtt,lan,0
642,1639.600,cloud-mqtt,lan,0
643,1639.700,cloud-mqtt,lan,0
644,1639.800,cloud-mqtt,lan,0
645,1639.900,cloud-mqtt,lan,0
646,1639.900,cloud-mqtt,lan,0
647,1640.300,cloud-mqtt,lan,0
648,1640.400,cloud-mqtt,lan,0
649,1640.500,cloud-mqtt,lan,0
650,1641.000,cloud-mqtt,lan,0
651,1641.000,cloud-mqtt,lan,0
652,1641.000,cloud-mqtt,lan,0
653,1641.100,cloud-mqtt,lan,0
654,1641.200,cloud-mqtt,lan,0
655,1641.200,cloud-mqtt,lan,0
656,1641.200,cloud-mqtt,lan,0
657,1641.200,cloud-mqtt,lan,0
658,1641.300,cloud-mqtt,lan,0
659,1641.300,cloud-mqtt,lan,0
660,1641.300,cloud-mqtt,lan,0
661,1641.500,cloud-mqtt,lan,0
662,1641.500,cloud-mqtt,lan,0
663,1641.500,cloud-mqtt,lan,0
664,1641.600,cloud-mqtt,lan,0
665,1641.600,cloud-mqtt,lan,0
666,1641.600,cloud-mqtt,lan,0
667,1641.600,cloud-mqtt,lan,0
668,1641.600,cloud-mqtt,lan,0
669,1641.600,cloud-mqtt,lan,0
670,1641.600,cloud-mqtt,lan,0
671,1641.600,cloud-mqtt,lan,0
