seq,rtt_ms,transport,network,relayed
586,159.900,p2p-browser,cross-isp,1
587,174.100,p2p-browser,cross-isp,1
588,157.500,p2p-browser,cross-isp,1
589,145.800,p2p-browser,cross-isp,1
590,148.300,p2p-browser,cross-isp,1
591,149.300,p2p-browser,cross-isp,1
592,149.700,p2p-browser,cross-isp,1
593,154.400,p2p-browser,cross-isp,1
594,141.400,p2p-browser,cross-isp,1
595,150.600,p2p-browser,cross-isp,1
596,167.700,p2p-browser,cross-isp,1
597,155.800,p2p-browser,cross-isp,1
598,153.900,p2p-browser,cross-isp,1
599,136.800,p2p-browser,cross-isp,1
600,158.900,p2p-browser,cross-isp,1
601,146.700,p2p-browser,cross-isp,1
602,143.500,p2p-browser,cross-isp,1
603,150.100,p2p-browser,cross-isp,1
604,154.600,p2p-browser,cross-isp,1
605,233.300,p2p-browser,cross-isp,1
606,218.700,p2p-browser,cross-isp,1
607,208.900,p2p-browser,cross-isp,1
608,194.100,p2p-browser,cross-isp,1
609,177.900,p2p-browser,cross-isp,1
610,221.500,p2p-browser,cross-isp,1
611,224.300,p2p-browser,cross-isp,1
612,213.300,p2p-browser,cross-isp,1
613,201.500,p2p-browser,cross-isp,1
614,189.000,p2p-browser,cross-isp,1
615,171.100,p2p-browser,cross-isp,1
616,159.600,p2p-browser,cross-isp,1
617,147.400,p2p-browser,cross-isp,1
618,149.500,p2p-browser,cross-isp,1
619,148.200,p2p-browser,cross-isp,1
620,131.800,p2p-browser,cross-isp,1
621,169.900,p2p-browser,cross-isp,1
622,160.100,p2p-browser,cross-isp,1
623,143.200,p2p-browser,cross-isp,1
624,169.900,p2p-browser,cross-isp,1
625,154.500,p2p-browser,cross-isp,1
626,170.000,p2p-browser,cross-isp,1
627,153.500,p2p-browser,cross-isp,1
628,160.000,p2p-browser,cross-isp,1
629,143.500,p2p-browser,cross-isp,1
630,191.200,p2p-browser,cross-isp,1
631,174.500,p2p-browser,cross-isp,1
632,162.800,p2p-browser,cross-isp,1
633,182.600,p2p-browser,cross-isp,1
634,172.000,p2p-browser,cross-isp,1
635,155.300,p2p-browser,cross-isp,1
636,144.900,p2p-browser,cross-isp,1
637,157.300,p2p-browser,cross-isp,1
638,191.800,p2p-browser,cross-isp,1
639,175.600,p2p-browser,cross-isp,1
640,161.400,p2p-browser,cross-isp,1
641,203.200,p2p-browser,cross-isp,1
642,187.500,p2p-browser,cross-isp,1
