seq,rtt_ms,transport,network,relayed
621,11.800,p2p-browser,lan,0
622,8.000,p2p-browser,lan,0
623,7.000,p2p-browser,lan,0
624,8.000,p2p-browser,lan,0
625,7.200,p2p-browser,lan,0
626,19.500,p2p-browser,lan,0
627,7.500,p2p-browser,lan,0
628,7.600,p2p-browser,lan,0
629,7.500,p2p-browser,lan,0
630,15.400,p2p-browser,lan,0
631,14.600,p2p-browser,lan,0
632,11.000,p2p-browser,lan,0
633,5.200,p2p-browser,lan,0
634,22.700,p2p-browser,lan,0
635,11.700,p2p-browser,lan,0
636,41.300,p2p-browser,lan,0
637,30.500,p2p-browser,lan,0
638,20.200,p2p-browser,lan,0
639,9.600,p2p-browser,lan,0
640,18.000,p2p-browser,lan,0
641,7.500,p2p-browser,lan,0
642,9.500,p2p-browser,lan,0
643,10.200,p2p-browser,lan,0
644,6.900,p2p-browser,lan,0
645,12.600,p2p-browser,lan,0
646,8.800,p2p-browser,lan,0
647,50.900,p2p-browser,lan,0
648,40.900,p2p-browser,lan,0
649,31.400,p2p-browser,lan,0
650,21.100,p2p-browser,lan,0
651,10.600,p2p-browser,lan,0
652,6.400,p2p-browser,lan,0
653,11.700,p2p-browser,lan,0
654,13.300,p2p-browser,lan,0
655,8.900,p2p-browser,lan,0
656,12.400,p2p-browser,lan,0
657,4.500,p2p-browser,lan,0
658,6.300,p2p-browser,lan,0
659,15.500,p2p-browser,lan,0
660,7.700,p2p-browser,lan,0
661,9.200,p2p-browser,lan,0
662,7.900,p2p-browser,lan,0
663,16.900,p2p-browser,lan,0
664,13.800,p2p-browser,lan,0
665,30.800,p2p-browser,lan,0
666,20.500,p2p-browser,lan,0
667,10.400,p2p-browser,lan,0
668,15.600,p2p-browser,lan,0
669,25.100,p2p-browser,lan,0
670,14.600,p2p-browser,lan,0
671,9.800,p2p-browser,lan,0
672,8.300,p2p-browser,lan,0
673,6.800,p2p-browser,lan,0
674,14.600,p2p-browser,lan,0
675,11.900,p2p-browser,lan,0
676,10.900,p2p-browser,lan,0
677,9.800,p2p-browser,lan,0
678,17.300,p2p-browser,lan,0
679,39.400,p2p-browser,lan,0
680,28.700,p2p-browser,lan,0
681,18.500,p2p-browser,lan,0
682,14.200,p2p-browser,lan,0
683,77.600,p2p-browser,lan,0
684,66.900,p2p-browser,lan,0
685,56.600,p2p-browser,lan,0
686,46.700,p2p-browser,lan,0
687,36.400,p2p-browser,lan,0
688,57.100,p2p-browser,lan,0
689,55.000,p2p-browser,lan,0
690,44.500,p2p-browser,lan,0
691,34.000,p2p-browser,lan,0
692,23.500,p2p-browser,lan,0
693,13.900,p2p-browser,lan,0
694,5.300,p2p-browser,lan,0
695,25.900,p2p-browser,lan,0
696,15.000,p2p-browser,lan,0
697,18.500,p2p-browser,lan,0
698,15.000,p2p-browser,lan,0
699,10.100,p2p-browser,lan,0
700,6.000,p2p-browser,lan,0
701,6.800,p2p-browser,lan,0
702,9.100,p2p-browser,lan,0
703,6.700,p2p-browser,lan,0
704,10.200,p2p-browser,lan,0
705,8.200,p2p-browser,lan,0
706,6.800,p2p-browser,lan,0
707,11.900,p2p-browser,lan,0
708,7.100,p2p-browser,lan,0
709,8.600,p2p-browser,lan,0
710,16.700,p2p-browser,lan,0
711,6.200,p2p-browser,lan,0
712,7.200,p2p-browser,lan,0
713,7.800,p2p-browser,lan,0
714,16.800,p2p-browser,lan,0
715,10.300,p2p-browser,lan,0
716,7.100,p2p-browser,lan,0
717,26.800,p2p-browser,lan,0
718,16.100,p2p-browser,lan,0
719,6.000,p2p-browser,lan,0
720,12.700,p2p-browser,lan,0
721,6.700,p2p-browser,lan,0
722,14.400,p2p-browser,lan,0
723,26.400,p2p-browser,lan,0
724,16.200,p2p-browser,lan,0
725,10.600,p2p-browser,lan,0
726,10.900,p2p-browser,lan,0
727,8.500,p2p-browser,lan,0
728,11.100,p2p-browser,lan,0
729,5.300,p2p-browser,lan,0
730,8.200,p2p-browser,lan,0
731,6.000,p2p-browser,lan,0
732,16.500,p2p-browser,lan,0
733,7.900,p2p-browser,lan,0
734,5.700,p2p-browser,lan,0
735,9.600,p2p-browser,lan,0
736,16.700,p2p-browser,lan,0
737,8.500,p2p-browser,lan,0
738,7.800,p2p-browser,lan,0
739,7.200,p2p-browser,lan,0
740,6.300,p2p-browser,lan,0
741,19.100,p2p-browser,lan,0
742,10.500,p2p-browser,lan,0
743,9.600,p2p-browser,lan,0
744,10.800,p2p-browser,lan,0
745,20.100,p2p-browser,lan,0
746,9.800,p2p-browser,lan,0
747,5.600,p2p-browser,lan,0
748,7.800,p2p-browser,lan,0
749,7.400,p2p-browser,lan,0
750,5.500,p2p-browser,lan,0
751,14.700,p2p-browser,lan,0
752,12.800,p2p-browser,lan,0
753,9.400,p2p-browser,lan,0
754,7.500,p2p-browser,lan,0
755,7.700,p2p-browser,lan,0
756,7.500,p2p-browser,lan,0
757,7.700,p2p-browser,lan,0
758,11.500,p2p-browser,lan,0
759,6.300,p2p-browser,lan,0
760,9.000,p2p-browser,lan,0
761,10.000,p2p-browser,lan,0
762,14.400,p2p-browser,lan,0
763,35.600,p2p-browser,lan,0
764,30.900,p2p-browser,lan,0
765,20.800,p2p-browser,lan,0
